clip_id,audio_file,emotion,speaker_id,pleasantness,goal_relevance,goal_congruence,certainty,control,responsibility,fairness,effort,expectation,novelty,urgency,intensity,coping_potential,social_desirability,moral_worth,attribution,anticipated_emotion
03-01-06-01-01-02-13,Actor_13/03-01-06-01-01-02-13.wav,fearful,actor_13,,,,,,,,,,,,,,,,,
03-01-07-01-01-01-01,Actor_01/03-01-07-01-01-01-01.wav,disgust,actor_01,,,,,,,,,,,,,,,,,
03-01-07-01-02-02-02,Actor_02/03-01-07-01-02-02-02.wav,disgust,actor_02,,,,,,,,,,,,,,,,,
03-01-07-01-01-02-03,Actor_03/03-01-07-01-01-02-03.wav,disgust,actor_03,,,,,,,,,,,,,,,,,
03-01-07-01-01-02-04,Actor_04/03-01-07-01-01-02-04.wav,disgust,actor_04,,,,,,,,,,,,,,,,,
03-01-07-02-01-02-05,Actor_05/03-01-07-02-01-02-05.wav,disgust,actor_05,,,,,,,,,,,,,,,,,
03-01-07-01-02-01-06,Actor_06/03-01-07-01-02-01-06.wav,disgust,actor_06,,,,,,,,,,,,,,,,,
03-01-07-01-01-01-07,Actor_07/03-01-07-01-01-01-07.wav,disgust,actor_07,,,,,,,,,,,,,,,,,
03-01-07-02-02-01-08,Actor_08/03-01-07-02-02-01-08.wav,disgust,actor_08,,,,,,,,,,,,,,,,,
03-01-07-02-02-01-09,Actor_09/03-01-07-02-02-01-09.wav,disgust,actor_09,,,,,,,,,,,,,,,,,
03-01-07-01-01-01-10,Actor_10/03-01-07-01-01-01-10.wav,disgust,actor_10,,,,,,,,,,,,,,,,,
03-01-07-02-02-02-11,Actor_11/03-01-07-02-02-02-11.wav,disgust,actor_11,,,,,,,,,,,,,,,,,
03-01-07-01-01-01-12,Actor_12/03-01-07-01-01-01-12.wav,disgust,actor_12,,,,,,,,,,,,,,,,,
03-01-07-01-02-01-13,Actor_13/03-01-07-01-02-01-13.wav,disgust,actor_13,,,,,,,,,,,,,,,,,
03-01-07-01-02-01-14,Actor_14/03-01-07-01-02-01-14.wav,disgust,actor_14,,,,,,,,,,,,,,,,,
03-01-07-02-01-01-15,Actor_15/03-01-07-02-01-01-15.wav,disgust,actor_15,,,,,,,,,,,,,,,,,
03-01-07-02-01-02-16,Actor_16/03-01-07-02-01-02-16.wav,disgust,actor_16,,,,,,,,,,,,,,,,,
03-01-07-01-02-01-17,Actor_17/03-01-07-01-02-01-17.wav,disgust,actor_17,,,,,,,,,,,,,,,,,
03-01-07-02-01-02-18,Actor_18/03-01-07-02-01-02-18.wav,disgust,actor_18,,,,,,,,,,,,,,,,,
03-01-07-02-02-01-19,Actor_19/03-01-07-02-02-01-19.wav,disgust,actor_19,,,,,,,,,,,,,,,,,
03-01-07-01-01-02-20,Actor_20/03-01-07-01-01-02-20.wav,disgust,actor_20,,,,,,,,,,,,,,,,,
03-01-07-01-02-02-21,Actor_21/03-01-07-01-02-02-21.wav,disgust,actor_21,,,,,,,,,,,,,,,,,
03-01-07-01-01-01-22,Actor_22/03-01-07-01-01-01-22.wav,disgust,actor_22,,,,,,,,,,,,,,,,,
03-01-07-01-02-01-23,Actor_23/03-01-07-01-02-01-23.wav,disgust,actor_23,,,,,,,,,,,,,,,,,
03-01-07-02-01-02-24,Actor_24/03-01-07-02-01-02-24.wav,disgust,actor_24,,,,,,,,,,,,,,,,,
03-01-07-01-02-02-01,Actor_01/03-01-07-01-02-02-01.wav,disgust,actor_01,,,,,,,,,,,,,,,,,
03-01-07-01-01-02-02,Actor_02/03-01-07-01-01-02-02.wav,disgust,actor_02,,,,,,,,,,,,,,,,,
03-01-07-01-02-02-03,Actor_03/03-01-07-01-02-02-03.wav,disgust,actor_03,,,,,,,,,,,,,,,,,
03-01-07-02-02-01-04,Actor_04/03-01-07-02-02-01-04.wav,disgust,actor_04,,,,,,,,,,,,,,,,,
03-01-07-01-02-01-05,Actor_05/03-01-07-01-02-01-05.wav,disgust,actor_05,,,,,,,,,,,,,,,,,
03-01-07-01-01-01-06,Actor_06/03-01-07-01-01-01-06.wav,disgust,actor_06,,,,,,,,,,,,,,,,,
03-01-07-02-02-02-07,Actor_07/03-01-07-02-02-02-07.wav,disgust,actor_07,,,,,,,,,,,,,,,,,
03-01-07-02-01-02-08,Actor_08/03-01-07-02-01-02-08.wav,disgust,actor_08,,,,,,,,,,,,,,,,,
03-01-07-02-01-01-09,Actor_09/03-01-07-02-01-01-09.wav,disgust,actor_09,,,,,,,,,,,,,,,,,
03-01-07-02-01-01-10,Actor_10/03-01-07-02-01-01-10.wav,disgust,actor_10,,,,,,,,,,,,,,,,,
03-01-07-02-01-02-11,Actor_11/03-01-07-02-01-02-11.wav,disgust,actor_11,,,,,,,,,,,,,,,,,
03-01-07-01-02-02-12,Actor_12/03-01-07-01-02-02-12.wav,disgust,actor_12,,,,,,,,,,,,,,,,,
03-01-07-01-01-01-13,Actor_13/03-01-07-01-01-01-13.wav,disgust,actor_13,,,,,,,,,,,,,,,,,
03-01-08-01-02-02-01,Actor_01/03-01-08-01-02-02-01.wav,surprised,actor_01,,,,,,,,,,,,,,,,,
03-01-08-01-02-02-02,Actor_02/03-01-08-01-02-02-02.wav,surprised,actor_02,,,,,,,,,,,,,,,,,
03-01-08-01-02-02-03,Actor_03/03-01-08-01-02-02-03.wav,surprised,actor_03,,,,,,,,,,,,,,,,,
03-01-08-02-01-02-04,Actor_04/03-01-08-02-01-02-04.wav,surprised,actor_04,,,,,,,,,,,,,,,,,
03-01-08-02-01-01-05,Actor_05/03-01-08-02-01-01-05.wav,surprised,actor_05,,,,,,,,,,,,,,,,,
03-01-08-01-02-01-06,Actor_06/03-01-08-01-02-01-06.wav,surprised,actor_06,,,,,,,,,,,,,,,,,
03-01-08-02-02-02-07,Actor_07/03-01-08-02-02-02-07.wav,surprised,actor_07,,,,,,,,,,,,,,,,,
03-01-08-01-01-02-08,Actor_08/03-01-08-01-01-02-08.wav,surprised,actor_08,,,,,,,,,,,,,,,,,
03-01-08-02-01-02-09,Actor_09/03-01-08-02-01-02-09.wav,surprised,actor_09,,,,,,,,,,,,,,,,,
03-01-08-01-02-02-10,Actor_10/03-01-08-01-02-02-10.wav,surprised,actor_10,,,,,,,,,,,,,,,,,
03-01-08-02-02-01-11,Actor_11/03-01-08-02-02-01-11.wav,surprised,actor_11,,,,,,,,,,,,,,,,,
03-01-08-02-01-02-12,Actor_12/03-01-08-02-01-02-12.wav,surprised,actor_12,,,,,,,,,,,,,,,,,
03-01-08-02-01-02-13,Actor_13/03-01-08-02-01-02-13.wav,surprised,actor_13,,,,,,,,,,,,,,,,,
03-01-08-01-01-01-14,Actor_14/03-01-08-01-01-01-14.wav,surprised,actor_14,,,,,,,,,,,,,,,,,
03-01-08-02-02-02-15,Actor_15/03-01-08-02-02-02-15.wav,surprised,actor_15,,,,,,,,,,,,,,,,,
03-01-08-01-02-02-16,Actor_16/03-01-08-01-02-02-16.wav,surprised,actor_16,,,,,,,,,,,,,,,,,
03-01-08-02-02-02-17,Actor_17/03-01-08-02-02-02-17.wav,surprised,actor_17,,,,,,,,,,,,,,,,,
03-01-08-02-02-01-18,Actor_18/03-01-08-02-02-01-18.wav,surprised,actor_18,,,,,,,,,,,,,,,,,
03-01-08-02-01-02-19,Actor_19/03-01-08-02-01-02-19.wav,surprised,actor_19,,,,,,,,,,,,,,,,,
03-01-08-01-01-01-20,Actor_20/03-01-08-01-01-01-20.wav,surprised,actor_20,,,,,,,,,,,,,,,,,
03-01-08-02-02-02-21,Actor_21/03-01-08-02-02-02-21.wav,surprised,actor_21,,,,,,,,,,,,,,,,,
03-01-08-02-01-02-22,Actor_22/03-01-08-02-01-02-22.wav,surprised,actor_22,,,,,,,,,,,,,,,,,
03-01-08-01-01-01-23,Actor_23/03-01-08-01-01-01-23.wav,surprised,actor_23,,,,,,,,,,,,,,,,,
03-01-08-02-01-02-24,Actor_24/03-01-08-02-01-02-24.wav,surprised,actor_24,,,,,,,,,,,,,,,,,
03-01-08-02-02-01-01,Actor_01/03-01-08-02-02-01-01.wav,surprised,actor_01,,,,,,,,,,,,,,,,,
03-01-08-01-01-02-02,Actor_02/03-01-08-01-01-02-02.wav,surprised,actor_02,,,,,,,,,,,,,,,,,
03-01-08-02-02-02-03,Actor_03/03-01-08-02-02-02-03.wav,surprised,actor_03,,,,,,,,,,,,,,,,,
03-01-08-02-02-02-04,Actor_04/03-01-08-02-02-02-04.wav,surprised,actor_04,,,,,,,,,,,,,,,,,
03-01-08-01-02-02-05,Actor_05/03-01-08-01-02-02-05.wav,surprised,actor_05,,,,,,,,,,,,,,,,,
03-01-08-02-02-01-06,Actor_06/03-01-08-02-02-01-06.wav,surprised,actor_06,,,,,,,,,,,,,,,,,
03-01-08-01-02-01-07,Actor_07/03-01-08-01-02-01-07.wav,surprised,actor_07,,,,,,,,,,,,,,,,,
03-01-08-01-02-02-08,Actor_08/03-01-08-01-02-02-08.wav,surprised,actor_08,,,,,,,,,,,,,,,,,
03-01-08-01-01-02-09,Actor_09/03-01-08-01-01-02-09.wav,surprised,actor_09,,,,,,,,,,,,,,,,,
03-01-08-02-01-02-10,Actor_10/03-01-08-02-01-02-10.wav,surprised,actor_10,,,,,,,,,,,,,,,,,
03-01-08-01-02-02-11,Actor_11/03-01-08-01-02-02-11.wav,surprised,actor_11,,,,,,,,,,,,,,,,,
03-01-08-02-02-01-12,Actor_12/03-01-08-02-02-01-12.wav,surprised,actor_12,,,,,,,,,,,,,,,,,
03-01-08-01-01-02-13,Actor_13/03-01-08-01-01-02-13.wav,surprised,actor_13,,,,,,,,,,,,,,,,,
